"Register address Field Type Accuracy Unit Min. Max. Read and write attributes Remarks Confidentiality level","Register address (Hex)","Field",,"Accuracy","Unit","Min","Max",,"Remarks",,"Mask claculation",
,"165C","EnergyStatistics39","U32","0,01","kWh",,,"R","Article 39 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,,
,"165D",,,,,,,,,,,
,"165E","EnergyStatistics40","U32","0,01","kWh",,,"R","Article 40 of historical electrical energy statistics.
The corresponding date and time refer to the setting register of energy statistics return.",,,
,"165F",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,"2000","AddressMask_Config_Core1","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid.",,"E0000000","0000007F"
,"2001",,,,,,,,,,,
,"2002",,,,,,,,,,,
,"2003",,,,,,,,,,,
,"2004","Country_Code","U16",,,,,"RW","Safety country, used for storage",,1,16
,"2005","Safety_Version","U16",,,,,"RW","The version number of the safety parameters of the communication host (upper computer).",,1,32
,"2006","Factory_Reset","U16",,,1,255,"RW","Restore factory registers;
The bit value is 1 valid.
Bit0: Clear battery
Bit1: Clear event record
Bit2: Restore default values ​​for all function configuration parameters
When reading, return the status of the last write operation:
0x0000: success
0x0001-0x00FF: operating
0xFFFB: The operation failed and the controller refused to respond (maybe the controller is busy or the configuration is wrong)
0xFFFC: The operation failed and the controller did not respond
0xFFFD: Operation failed, current function is forbidden
0xFFFE: Operation failed, parameter access failed
0xFFFF: The operation failed, the input parameter is wrong",,1,64
,"2007","Safety_Name1","ASCII",,,,,"RW","The first and second place in the name of the safety-regulated country.
The upper 8 bits of the register store the first digit of the safety name;
The lower 8 bits of the register store the second bit of the safety name. ",,,0
,"2008","Safety_Name2","ASCII",,,,,"RW","The third and fourth place in the name of the safety-regulated country.
The upper 8 bits of the register store the third digit of the safety name;
The lower 8 bits of the register store the 4th bit of the safety name. ",,,0
,"2009","Safety_Name3","ASCII",,,,,"RW","The 5th and 6th place in the name of the safety-regulated country.
The upper 8 bits of the register store the 5th digit of the safety name;
The lower 8 bits of the register store the 6th bit of the safety name.",,,0
,"200A","Safety_Name4","ASCII",,,,,"RW","The 7th and 8th place in the name of the safety-regulated country.
The upper 8 bits of the register store the 7th bit of the safety name;
The lower 8 bits of the register store the 8th bit of the safety name.",,,0
,"200B","Safety_Name5","ASCII",,,,,"RW","The ninth and tenth place in the name of safety regulations.
The upper 8 bits of the register store the 9th bit of the safety name;
The lower 8 bits of the register store the 10th bit of the safety name.",,,0
,"200C",,,,,,,,,,,0
,"200D",,,,,,,,,,,0
,"200E",,,,,,,,,,,0
,"200F",,,,,,,,,,,0
,"2010",,,,,,,,,,,0
,"2011",,,,,,,,,,,0
,"2012",,,,,,,,,,,0
,"2013",,,,,,,,,,,0
,"2014",,,,,,,,,,,0
,"2015",,,,,,,,,,,0
,"2016",,,,,,,,,,,0
,"2017",,,,,,,,,,,0
,"2018",,,,,,,,,,,0
,"2019",,,,,,,,,,,0
,"201A",,,,,,,,,,,0
,"201B",,,,,,,,,,,0
,"201C",,,,,,,,,,,0
,"201D",,,,,,,,,,,0
,"201E",,,,,,,,,,,0
,"201F",,,,,,,,,,,0
,"2020",,,,,,,,,,,0
,"2021",,,,,,,,,,,0
,"2022",,,,,,,,,,,0
,"2023",,,,,,,,,,,0
,"2024",,,,,,,,,,,0
,"2025",,,,,,,,,,,0
,"2026",,,,,,,,,,,0
,"2027",,,,,,,,,,,0
,"2028",,,,,,,,,,,0
,"2029",,,,,,,,,,,0
,"202A",,,,,,,,,,,0
,"202B",,,,,,,,,,,0
,"202C",,,,,,,,,,,0
,"202D",,,,,,,,,,,0
,"202E",,,,,,,,,,,0
,"202F",,,,,,,,,,,0
,"2030",,,,,,,,,,,0
,"2031",,,,,,,,,,,0
,"2032",,,,,,,,,,,0
,"2033",,,,,,,,,,,0
,"2034",,,,,,,,,,,0
,"2035",,,,,,,,,,,0
,"2036",,,,,,,,,,,0
,"2037",,,,,,,,,,,0
,"2038",,,,,,,,,,,0
,"2039",,,,,,,,,,,0
,"203A",,,,,,,,,,,0
,"203B",,,,,,,,,,,0
,"203C",,,,,,,,,,,0
,"203D","Remote_Upgrade_Control","U16",,,,,"W","Remote upgrade control register.
High byte. Writing 0xA5 is valid.
The low byte contains the chip combination that needs to be upgraded, and the explanation of each bit is as follows:
Bit0: communication board;
Bit1: control board 1 (main DSP);
Bit2: control board 2 (secondary DSP);
Bit3: Fuse",,1,"2,30584300921369E+018"
,"203E","Local_Upgrade_Control","U16",,,,,"W","High byte. Writing 0xA5 is valid.
The low byte contains the chip combination that needs to be upgraded, and the explanation of each bit is as follows:
Bit0: communication board;
Bit1: control board 1 (main DSP);
Bit2: control board 2 (secondary DSP);
Bit3: Fuse",,1,"4,61168601842739E+018"
,"203F","Local_Upgrade_Status","U16",,,,,"R","Current upgrade progress
The high byte indicates the current target chip to be upgraded:
0x00: Not in the upgrade state;
0x01: Main DSP upgrade;
0x02: Secondary DSP upgrade;
0x03: ARM upgrade;
0x04: FUSE upgrade;
The low byte indicates the current upgrade progress:
The progress range is 0-100%",,1,"9,22337203685478E+018"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"BMS（0x9000-0x9FFF）",,,,,,,,,,,,
,"9000","AddressMask_BMS1_System","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ",,"00000001","00FFFFFF"
,"9001",,,,,,,,,,,
,"9002",,,,,,,,,,,
,"9003",,,,,,,,,,,
,"9004","BMS_Sys_Time","U32",,,,,"R","BMS system clock
Bit0-5: second, range 0-59
Bit6-11: minute, range 0-59
Bit12-16: hour, range 0-23
Bit17-21: day, range 1-31
Bit22-25: month, range 1-12
Bit26-31: year, range 0-63 (starting in 2000)",,1,16
,"9005",,,,,,,,,,1,32
,"9006","BMS_CAN_Version","U16",,,,,"R","CAN protocol version number",,1,64
,"9007","BMS_Manufacture_Name0","U16",,,,,"R","Manufacturer Information 0",,1,128
,"9008","BMS_Manufacture_Name1","U16",,,,,"R","Manufacturer Information 1",,1,256
,"9009","BMS_Manufacture_Name2","U16",,,,,"R","Manufacturer Information 2",,1,512
,"900A","BMS_Manufacture_Name3","U16",,,,,"R","Manufacturer Information 3",,1,1024
,"900B","BMS_Version","U16",,,,,"R","BMS version number",,1,2048
,"900C","Cell_Type","U16",,,,,"R","Cell type",,1,4096
,"900D","BaPack_Number","U16",,,,,"R","High 8 bits: the number of battery packs in parallel
Lower 8 bits: the number of battery strings in the battery pack",,1,8192
,"900E","Realtime_Capacity","U16",1,"%",,,"R","Real-time remaining capacity",,1,16384
,"900F","Total_Voltage","U16","0,1","V",,,"R","Total voltage",,1,32768
,"9010","Total_Current","U16","0,1","A",,,"R","Total current",,1,65536
,"9011","Cell_Average_Temperature","U16","0,1","°C",,,"R","Average cell temperature",,1,131072
,"9012","SOC","U16",1,"%",,,"R","State of charge",,1,262144
,"9013","SOH","U16",1,"%",,,"R","Health",,1,524288
,"9014","BMS_Sys_Protect0","U16",,,,,"R","BMS system protection information0",,1,1048576
,"9015","BMS_Sys_Protect1","U16",,,,,"R","BMS system protection information 1",,1,2097152
,"9016","BMS_Sys_Alarm0","U16",,,,,"R","BMS system alarm information 0",,1,4194304
,"9017","BMS_Sys_Alarm1","U16",,,,,"R","BMS system alarm information 1",,1,8388608
,"9018",,,,,,,,,,,0
,"9019",,,,,,,,,,,0
,"901A",,,,,,,,,,,0
,"901B",,,,,,,,,,,0
,"901C",,,,,,,,,,,0
,"901D",,,,,,,,,,,0
,"901E",,,,,,,,,,,0
,"901F",,,,,,,,,,,0
,"9020","BMS_Inquire","U16",,,,,"RW","Battery query control word

Bit0-7: The serial number of the battery pack to be queried, the valid range is 0~15, and 0 means the first battery pack

Bit8-11: The serial number of the battery pack to be queried, the valid range is 0~15, and 0 means the first battery pack

Bit12-15: The serial number of the fault to be queried, the valid range is 0~5, and 0 means the most recent fault
",,1,4294967296
,"9021",,,,,,,,,,,0
,"9022",,,,,,,,,,,0
,"9023",,,,,,,,,,,0
,"9024",,,,,,,,,,,0
,"9025",,,,,,,,,,,0
,"9026",,,,,,,,,,,0
,"9027",,,,,,,,,,,0
,"9028",,,,,,,,,,,0
,"9029",,,,,,,,,,,0
,"902A",,,,,,,,,,,0
,"902B",,,,,,,,,,,0
,"902C",,,,,,,,,,,0
,"902D",,,,,,,,,,,0
,"902E",,,,,,,,,,,0
,"902F",,,,,,,,,,,0
,"9030",,,,,,,,,,,0
,"9031",,,,,,,,,,,0
,"9032",,,,,,,,,,,0
,"9033",,,,,,,,,,,0
,"9034",,,,,,,,,,,0
,"9035",,,,,,,,,,,0
,"9036",,,,,,,,,,,0
,"9037",,,,,,,,,,,0
,"9038",,,,,,,,,,,0
,"9039",,,,,,,,,,,0
,"903A",,,,,,,,,,,0
,"903B",,,,,,,,,,,0
,"903C",,,,,,,,,,,0
,"903D",,,,,,,,,,,0
,"903E",,,,,,,,,,,0
,"903F",,,,,,,,,,,0
,"9040","AddressMask_BMS2_Realtime","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ",,"01FFFFFF","FFFFFFFF"
,"9041",,,,,,,,,,,
,"9042",,,,,,,,,,,
,"9043",,,,,,,,,,,
,"9044","Pack_RT_ID","U16",,,,,"R","Real-time data battery pack number.
High 8 bits: battery pack serial number
Lower 8 bits: battery pack serial number""
",,1,16
,"9045","Pack_RT_Timestamp","U32",,,,,"R","Real-time data timestamp",,1,32
,"9046",,,,,,,,,,1,64
,"9047","Pack_RT_SN0","U16",,,,,"R","Device serial number 0",,1,128
,"9048","Pack_RT_SN1","U16",,,,,"R","Device serial number 1",,1,256
,"9049","Pack_RT_SN2","U16",,,,,"R","Device serial number 2",,1,512
,"904A","Pack_RT_SN3","U16",,,,,"R","Device serial number 3",,1,1024
,"904B","Pack_RT_SN4","U16",,,,,"R","Device serial number 4",,1,2048
,"904C","Pack_RT_SN5","U16",,,,,"R","Device serial number 5",,1,4096
,"904D","Pack_RT_SN6","U16",,,,,"R","Device serial number 6",,1,8192
,"904E","Pack_RT_SN7","U16",,,,,"R","Device serial number 7",,1,16384
,"904F","Pack_RT_SN8","U16",,,,,"R","Device serial number 8",,1,32768
,"9050","Pack_RT_SN9","U16",,,,,"R","Device serial number 9",,1,65536
,"9051","Pack_RT_Cell_Voltage1","U16","0,001","V",,,"R","Cell 1 voltage",,1,131072
,"9052","Pack_RT_Cell_Voltage2","U16","0,001","V",,,"R","Cell 2 voltage",,1,262144
,"9053","Pack_RT_Cell_Voltage3","U16","0,001","V",,,"R","Cell 3 voltage",,1,524288
,"9054","Pack_RT_Cell_Voltage4","U16","0,001","V",,,"R","Cell 4 voltage",,1,1048576
,"9055","Pack_RT_Cell_Voltage5","U16","0,001","V",,,"R","Cell 5 voltage",,1,2097152
,"9056","Pack_RT_Cell_Voltage6","U16","0,001","V",,,"R","Cell 6 voltage",,1,4194304
,"9057","Pack_RT_Cell_Voltage7","U16","0,001","V",,,"R","Cell 7 voltage",,1,8388608
,"9058","Pack_RT_Cell_Voltage8","U16","0,001","V",,,"R","Cell 8 voltage",,1,16777216
,"9059","Pack_RT_Cell_Voltage9","U16","0,001","V",,,"R","Cell 9 voltage",,1,33554432
,"905A","Pack_RT_Cell_Voltage10","U16","0,001","V",,,"R","Cell 10 voltage",,1,67108864
,"905B","Pack_RT_Cell_Voltage11","U16","0,001","V",,,"R","Cell 11 voltage",,1,134217728
,"905C","Pack_RT_Cell_Voltage12","U16","0,001","V",,,"R","Cell 12 voltage",,1,268435456
,"905D","Pack_RT_Cell_Voltage13","U16","0,001","V",,,"R","Cell 13 voltage",,1,536870912
,"905E","Pack_RT_Cell_Voltage14","U16","0,001","V",,,"R","Cell 14 voltage",,1,1073741824
,"905F","Pack_RT_Cell_Voltage15","U16","0,001","V",,,"R","Cell 15 voltage",,1,2147483648
,"9060","Pack_RT_Cell_Voltage16","U16","0,001","V",,,"R","Cell 16 voltage",,1,4294967296
,"9061","Pack_RT_Cell_Voltage17","U16","0,001","V",,,"R","Cell 17 voltage",,1,8589934592
,"9062","Pack_RT_Cell_Voltage18","U16","0,001","V",,,"R","Cell 18 voltage",,1,17179869184
,"9063","Pack_RT_Cell_Voltage19","U16","0,001","V",,,"R","Cell 19 voltage",,1,34359738368
,"9064","Pack_RT_Cell_Voltage20","U16","0,001","V",,,"R","Cell 20 voltage",,1,68719476736
,"9065","Pack_RT_Cell_Voltage21","U16","0,001","V",,,"R","Cell 21 voltage",,1,137438953472
,"9066","Pack_RT_Cell_Voltage22","U16","0,001","V",,,"R","Battery 22 voltage",,1,274877906944
,"9067","Pack_RT_Cell_Voltage23","U16","0,001","V",,,"R","Battery 23 voltage",,1,549755813888
,"9068","Pack_RT_Cell_Voltage24","U16","0,001","V",,,"R","Cell 24 voltage",,1,1099511627776
,"9069","Pack_RT_Cell_Max_Voltage","U16","0,001","V",,,"R","The highest voltage of the battery",,1,2199023255552
,"906A","Pack_RT_Cell_Min_Voltage","U16","0,001","V",,,"R","Minimum battery voltage",,1,4398046511104
,"906B","Pack_RT_Temperature1_Pack","I16","0,1","°C",,,"R","Battery pack temperature 1",,1,8796093022208
,"906C","Pack_RT_Temperature2_Pack","I16","0,1","°C",,,"R","Battery pack temperature 2",,1,17592186044416
,"906D","Pack_RT_Temperature3_Pack","I16","0,1","°C",,,"R","Battery pack temperature 3",,1,35184372088832
,"906E","Pack_RT_Temperature4_Pack","I16","0,1","°C",,,"R","Battery pack temperature 4",,1,70368744177664
,"906F","Pack_RT_Temperature_MOS","I16","0,1","°C",,,"R","MOS tube temperature",,1,140737488355328
,"9070","Pack_RT_Temperature_Env","I16","0,1","°C",,,"R","Ambient temperature in the battery pack",,1,281474976710656
,"9071","Pack_RT_Current","I16","0,1","A",,,"R","Battery pack current",,1,562949953421312
,"9072","Pack_RT_Remaining_Capacity","U16","0,1","Ah",,,"R","The remaining capacity",,1,1125899906842624
,"9073","Pack_RT_FullCharge_Capacity","U16","0,1","Ah",,,"R","Full charge capacity",,1,2251799813685248
,"9074","Pack_RT_Cycles","U16",1,"times",,,"R","Cycles",,1,4503599627370496
,"9075","Pack_RT_Balance_State","U16",,,,,"R","Equilibrium",,1,"9,00719925474099E+015"
,"9076","Pack_RT_Alarm_State","U16",,,,,"R","Alarm status",,1,"1,8014398509482E+016"
,"9077","Pack_RT_Protect_State","U16",,,,,"R","Protection status",,1,"3,6028797018964E+016"
,"9078","Pack_RT_Fault_State","U16",,,,,"R","Fault state",,1,"7,20575940379279E+016"
,"9079","Pack_RT_Total_Voltage","U16","0,01","V",,,"R","Total Voltage",,,
,"907A","Pack_RT_SOC","U16",1,"%",,,"R","SOC",,,
,"907B",,,,,,,,,,,0
,"907C",,,,,,,,,,,0
,"907D",,,,,,,,,,,0
,"907E",,,,,,,,,,,0
,"907F",,,,,,,,,,,0
,"9080","AddressMask_BMS3_Fault","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid",,"00FFFFFF","FFFFFFFF"
,"9081",,,,,,,,,,,
,"9082",,,,,,,,,,,
,"9083",,,,,,,,,,,
,"9084","Pack_Fault_ID","U16",,,,,"R","Real-time faulty battery pack number.
Bit0-7: The serial number of the battery pack to be queried, the valid range is 0~15, and 0 means the first battery pack

Bit8-11: The serial number of the battery pack to be queried, the valid range is 0~15, and 0 means the first battery pack

Bit12-15: The serial number of the queried fault, the valid range is 0~5, 0 means the most recent fault",,1,16
,"9085","Pack_Fault_Timestamp","U32",,,,,"R","Fault data timestamp",,1,32
,"9086",,,,,,,,,,1,64
,"9087","Pack_Fault_SN0","U16",,,,,"R","Device serial number 0",,1,128
,"9088","Pack_Fault_SN1","U16",,,,,"R","Device serial number 1",,1,256
,"9089","Pack_Fault_SN2","U16",,,,,"R","Device serial number 2",,1,512
,"908A","Pack_Fault_SN3","U16",,,,,"R","Device serial number 3",,1,1024
,"908B","Pack_Fault_SN4","U16",,,,,"R","Device serial number 4",,1,2048
,"908C","Pack_Fault_SN5","U16",,,,,"R","Device serial number 5",,1,4096
,"908D","Pack_Fault_SN6","U16",,,,,"R","Device serial number 6",,1,8192
,"908E","Pack_Fault_SN7","U16",,,,,"R","Device serial number 7",,1,16384
